path;type_wikiart;type_semart;style;timeframe;TECHNIQUE;SCHOOL;author
37332-battlesc.jpg;sketch_and_study;landscape;Baroque;1701-1750;Pen;Italian;SIMONINI, Francesco
Realism/ivan-shishkin_felling.jpg;landscape;landscape;Realism;1851-1900;;;SHISHKIN, Ivan
Pop_Art/andy-warhol_the-last-supper-1986.jpg;religious_painting;other;Pop_Art;1851-1900;;;
High_Renaissance/raphael_the-blinding-of-elymas-cartoon-for-the-sistine-chapel.jpg;religious_painting;religious;High_Renaissance;1601-1650;;;
Romanticism/gustave-dore_portrait-of-dante-alighieri-1860.jpg;portrait;portrait;Romanticism;1451-1500;;;DORE, Gustave
Post_Impressionism/tivadar-kosztka-csontvary_view-of-the-dead-sea-from-the-temple-square-in-jerusalem-1905.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
Romanticism/william-holman-hunt_fairlight-downs-sunlight-on-the-sea.jpg;landscape;landscape;Romanticism;1851-1900;;;
11935-iii_bela.jpg;religious_painting;historical;Mannerism_Late_Renaissance;1751-1800;Oil on canvas;Hungarian;DORFFMEISTER, István
29424-pompadou.jpg;portrait;portrait;Rococo;1701-1750;Oil on canvas;French;NATTIER, Jean-Marc
00475-venus2.jpg;religious_painting;mythological;Baroque;1701-1750;Oil on canvas;Italian;AMIGONI, Jacopo
Realism/charles-francois-daubigny_the-boards-of-cousin-near-avallon-1848.jpg;landscape;landscape;Realism;1851-1900;;;
Impressionism/pierre-auguste-renoir_small-nude-in-blue-1879.jpg;nude_painting;portrait;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
41517-v_scales.jpg;religious_painting;religious;High_Renaissance;1501-1550;Wood;Italian;UNKNOWN MASTER, Italian
Art_Nouveau_Modern/ivan-bilibin_illustration-for-the-book-russian-school-of-painting-illustration-for-the-epic-sadko-a-rich-1907(1).jpg;illustration;portrait;Art_Nouveau;1451-1500;;;
32148-the_farm.jpg;landscape;landscape;Baroque;1601-1650;Oil on wood;Dutch;POTTER, Paulus
Expressionism/lucian-freud_david-and-eli-2004.jpg;nude_painting;religious;Expressionism;1851-1900;;;
Pop_Art/richard-hamilton_my-marilyn-1965.jpg;portrait;other;Pop_Art;1851-1900;;;
38836-vulcancu.jpg;religious_painting;mythological;Baroque;1601-1650;Oil on canvas;Italian;TIARINI, Alessandro
Impressionism/camille-pissarro_view-of-bazincourt-sunset-1892.jpg;landscape;landscape;Impressionism;1851-1900;;;PISSARRO, Camille
Art_Nouveau_Modern/aubrey-beardsley_the-lady-of-the-lake-telleth-arthur-of-the-sword-excalibur.jpg;illustration;religious;Art_Nouveau;1451-1500;;;
Fauvism/mary-fedden_feather-and-two-stones-2008.jpg;still_life;still-life;Fauvism;1851-1900;;;
Art_Nouveau_Modern/filipp-malyavin_nude-1.jpg;nude_painting;other;Art_Nouveau;1851-1900;;;
Realism/william-adolphe-bouguereau_lady-maxwell-1890.jpg;portrait;portrait;Realism;1851-1900;;;
Impressionism/john-henry-twachtman_fishing-boats-at-gloucester.jpg;landscape;landscape;Impressionism;1851-1900;;;
Symbolism/martiros-saryan_landscape-1929.jpg;landscape;landscape;Symbolism;1851-1900;;;SARYAN, Martiros
Post_Impressionism/paul-gauguin_coming-and-going-martinique-1897.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Mannerism_Late_Renaissance/gregorio-lopes_ressurrei-o-de-cristo-1539.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1501-1550;;;
Pop_Art/hiro-yamagata_toys-1985.jpg;cityscape;landscape;Pop_Art;1601-1650;;;
High_Renaissance/pietro-perugino_bust-of-st-sebastian-1494.jpg;religious_painting;religious;High_Renaissance;1451-1500;;;
Abstract_Expressionism/william-baziotes_oriental-1952.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
11684-humility.jpg;religious_painting;religious;Early_Renaissance;1401-1450;Wood;Italian;DOMENICO DI BARTOLO
23265-08jerome.jpg;religious_painting;religious;High_Renaissance;1501-1550;Oil on wood;Italian;LOTTO, Lorenzo
Post_Impressionism/edouard-cortes_rue-royale-madeleine-1.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
Cubism/henri-le-fauconnier_abundance-1910.jpg;nude_painting;religious;Cubism;1851-1900;;;
00640-port_lad.jpg;portrait;portrait;Mannerism_Late_Renaissance;1501-1550;Oil on wood;Italian;ANDREA DEL SARTO
Rococo/thomas-gainsborough_the-duke-and-duchess-of-cumberland-1785.jpg;portrait;portrait;Rococo;1751-1800;;;
Art_Nouveau_Modern/aubrey-beardsley_the-fat-woman.jpg;illustration;portrait;Art_Nouveau;1501-1550;;;
Realism/ivan-shishkin_pines-summer-landscape-1867.jpg;landscape;landscape;Realism;1851-1900;;;SHISHKIN, Ivan
Art_Nouveau_Modern/wilhelm-kotarbinski_martyr.jpg;religious_painting;religious;Art_Nouveau;1851-1900;;;
Northern_Renaissance/lucas-cranach-the-elder_martin-luther-1526-1.jpg;portrait;portrait;Northern_Renaissance;1501-1550;;;
Romanticism/albert-bierstadt_storm-among-the-alps.jpg;landscape;landscape;Romanticism;1801-1850;;;
43532-familypo.jpg;portrait;portrait;Baroque;1601-1650;Oil on wood;Flemish;VOS, Cornelis de
Romanticism/edward-burne-jones_the-legend-of-st-frideswide-1859.jpg;religious_painting;religious;Romanticism;1451-1500;;;
Realism/vasily-polenov_italian-landscape-with-a-peasant-1874.jpg;landscape;landscape;Realism;1801-1850;;;
Realism/ilya-repin_old-farmer-1885.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
Baroque/bartolome-esteban-murillo_vision-of-st-anthony-of-padua-1656.jpg;religious_painting;religious;Baroque;1651-1700;;;
Color_Field_Painting/natalia-dumitresco_fleurs-1971.jpg;abstract_painting;other;Color_Field_Painting;1801-1850;;;
Abstract_Expressionism/richard-pousette-dart_portrait-of-pegeen-1943.jpg;abstract_painting;religious;Abstract_Expressionism;1151-1200;;;
13120-bouquet.jpg;still_life;still-life;Realism;1751-1800;Oil on canvas;Belgian;ELIAERTS, Jan Frans
Ukiyo_e/utagawa-toyokuni-ii_autumn-moon-at-tamagawa-two-boats-fishing-at-night.jpg;landscape;mythological;Ukiyo_e;1501-1550;;;
Baroque/juan-de-valdes-leal_piet.jpg;religious_painting;religious;Baroque;1601-1650;;;
Baroque/francisco-de-zurbaran_brother-alonso-de-ocana.jpg;religious_painting;portrait;Baroque;1601-1650;;;
Realism/ivan-shishkin_in-the-forest-fallen-tree-1878.jpg;landscape;landscape;Realism;1801-1850;;;SHISHKIN, Ivan
Baroque/rembrandt_three-women-and-a-child-at-the-door.jpg;sketch_and_study;portrait;Baroque;1751-1800;;;REMBRANDT
Realism/vasily-surikov_wanderer-1885.jpg;sketch_and_study;portrait;Realism;1851-1900;;;
Post_Impressionism/vincent-van-gogh_guinguette-1886(1).jpg;genre_painting;landscape;Post_Impressionism;1801-1850;;;VAN GOGH, Vincent
Impressionism/berthe-morisot_woman-with-a-child-in-a-boat.jpg;genre_painting;landscape;Impressionism;1851-1900;;;
Realism/umberto-boccioni_the-mother.jpg;portrait;portrait;Realism;1801-1850;;;
Cubism/pyotr-konchalovsky_portrait-of-a-e-goncz-1918.jpg;sketch_and_study;other;Cubism;1851-1900;;;KONCHALOVSKY, Pyotr
Post_Impressionism/augustus-john_woman-with-a-daffodil-1910.jpg;portrait;genre;Post_Impressionism;1851-1900;;;
15584-03corona.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Tempera on wood;Italian;GHIRLANDAIO, Domenico
Post_Impressionism/vincent-van-gogh_still-life-with-plaster-statuette-a-rose-and-two-novels-1887.jpg;still_life;still-life;Post_Impressionism;1851-1900;;;VAN GOGH, Vincent
Expressionism/helene-schjerfbeck_the-teacher-1933.jpg;portrait;portrait;Expressionism;1851-1900;;;
Realism/jean-francois-millet_the-comtesse-of-valmont.jpg;portrait;portrait;Realism;1501-1550;;;
Post_Impressionism/maurice-utrillo_restaurant-bibet-at-saint-bernard.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
44411-portrait.jpg;portrait;portrait;Rococo;1751-1800;Oil on canvas;English;WRIGHT, Joseph
23010-sonnblic.jpg;landscape;landscape;Romanticism;1801-1850;Oil on canvas;Austrian;LOOS, Friedrich
Post_Impressionism/gustave-loiseau_the-garden.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
44641-ziem1.jpg;cityscape;landscape;Romanticism;1851-1900;Oil on canvas;French;ZIEM, Félix
Baroque/rembrandt_portrait-of-a-man-with-a-golden-helmet-1648.jpg;portrait;portrait;Baroque;1601-1650;;;REMBRANDT
Impressionism/cornelis-vreedenburgh_corner-paleissingel-straat-in-amsterdam.jpg;cityscape;landscape;Impressionism;1851-1900;;;
Impressionism/mykola-pymonenko_kiev-station.jpg;cityscape;landscape;Impressionism;1851-1900;;;
Impressionism/joaquã­n-sorolla_sierra-nevada-from-the-alhambra-grenada-1910.jpg;landscape;landscape;Impressionism;1851-1900;;;
07116-martyrdo.jpg;religious_painting;religious;High_Renaissance;1551-1600;Oil on canvas;Italian;CAMPI, Antonio
Realism/vasily-surikov_boatsman-1912.jpg;sketch_and_study;portrait;Realism;1851-1900;;;
High_Renaissance/michelangelo_the-ancestors-of-christ-hezekiah-1509.jpg;religious_painting;religious;High_Renaissance;1501-1550;;;
Art_Nouveau_Modern/raphael-kirchner_new-york-tribune-1916-1.jpg;illustration;portrait;Art_Nouveau;1551-1600;;;KIRCHNER, Raphael
Expressionism/amedeo-modigliani_portrait-of-madame-reynouard-1916.jpg;portrait;portrait;Expressionism;1851-1900;;;
33980-matthew.jpg;religious_painting;religious;Baroque;1601-1650;Oil on canvas;Italian;RENI, Guido
22463-chocolat.jpg;genre_painting;genre;Baroque;1701-1750;Pastel;Swiss;LIOTARD, Étienne
Impressionism/constantin-artachino_little-shepherd.jpg;genre_painting;genre;Impressionism;1851-1900;;;
20794-portrai0.jpg;portrait;portrait;Northern_Renaissance;1501-1550;Oil on wood;Spanish;JUAN DE FLANDES
11061-wellingt.jpg;portrait;portrait;Romanticism;1801-1850;Oil on canvas;English;DAWE, George
Expressionism/paul-klee_bad-band-1920(1).jpg;genre_painting;other;Expressionism;1851-1900;;;
New_Realism/edward-hopper_hotel-window.jpg;genre_painting;portrait;New_Realism;1451-1500;;;
Realism/james-mcneill-whistler_grey-and-silver-old-battersea-reach.jpg;landscape;landscape;Realism;1651-1700;;;
29749-drawingl.jpg;genre_painting;genre;Baroque;1651-1700;Oil on canvas;Dutch;OCHTERVELT, Jacob
Realism/vincent-van-gogh_idol-2.jpg;nude_painting;other;Realism;1801-1850;;;VAN GOGH, Vincent
18724-guard104.jpg;cityscape;landscape;Baroque;1751-1800;Oil on canvas;Italian;GUARDI, Francesco
Impressionism/pierre-auguste-renoir_madame-charpentier-1878.jpg;portrait;portrait;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
Post_Impressionism/vincent-van-gogh_plaster-statuette-1886.jpg;sketch_and_study;other;Post_Impressionism;1851-1900;;;VAN GOGH, Vincent
Abstract_Expressionism/john-ferren_new-york-summer-landscape-1953.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Mannerism_Late_Renaissance/titian_portrait-of-fabrizio-salvaresio-1558.jpg;portrait;portrait;Mannerism_Late_Renaissance;1551-1600;;;
Impressionism/claude-monet_the-valley-of-sasso-bordighera.jpg;landscape;landscape;Impressionism;1851-1900;;;MONET, Claude
04078-virgin_s.jpg;religious_painting;religious;Northern_Renaissance;1501-1550;Wood;Flemish;BENSON, Ambrosius
Impressionism/pierre-auguste-renoir_young-girl-in-a-hat.jpg;portrait;genre;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
10990-214david.jpg;sketch_and_study;historical;Early_Renaissance;1801-1850;Other;French;DAVID, Jacques-Louis
Action_painting/jackson-pollock_eyes-in-the-heat-1946(2).jpg;abstract_painting;religious;Action_painting;1851-1900;;;
14556-05nightn.jpg;illustration;other;Romanticism;1751-1800;Oil on canvas;Swiss;FUSELI, John Henry
Realism/vasily-surikov_yermak-s-conquest-of-siberia-study-1.jpg;sketch_and_study;landscape;Realism;1851-1900;;;
40454-library.jpg;religious_painting;interior;Northern_Renaissance;1851-1900;Watercolour;Russian;UKHTOMSKY, Konstantin Andreyevich
Romanticism/gustave-dore_don-quixote-136.jpg;illustration;religious;Romanticism;1501-1550;;;DORE, Gustave
35172-judith.jpg;genre_painting;religious;Baroque;1601-1650;Oil on canvas;Italian;ROSSELLI, Matteo
Baroque/peter-paul-rubens_summer.jpg;landscape;landscape;Baroque;1601-1650;;;
Post_Impressionism/pyotr-konchalovsky_fruit-piece-1911.jpg;still_life;still-life;Post_Impressionism;1851-1900;;;KONCHALOVSKY, Pyotr
10566-golden.jpg;landscape;landscape;Pointillism;1851-1900;Oil on canvas;French;CROSS, Henri-Edmond
Symbolism/victor-borisov-musatov_phantoms-1903.jpg;landscape;landscape;Symbolism;1851-1900;;;
Romanticism/orest-kiprensky_portrait-of-alexandra-lanskaya-1815.jpg;portrait;portrait;Romanticism;1501-1550;;;
23856-3manet15.jpg;portrait;portrait;Realism;1851-1900;Pastel;French;MANET, Edouard
Realism/jean-francois-millet_pastures-in-normandy.jpg;landscape;landscape;Realism;1851-1900;;;
16010-03facade.jpg;religious_painting;religious;Early_Renaissance;1301-1350;Fresco;Italian;GIOTTO di Bondone
Romanticism/ivan-aivazovsky_little-russian-ox-cart-in-winter-1866.jpg;genre_painting;landscape;Romanticism;1801-1850;;;AIVAZOVSKY, Ivan
Rococo/maurice-quentin-de-la-tour_marie-josephe-of-saxony-1.jpg;portrait;portrait;Rococo;1701-1750;;;
Realism/vincent-van-gogh_woman-by-a-hearth-1885-1.jpg;sketch_and_study;genre;Realism;1851-1900;;;VAN GOGH, Vincent
18219-0312grec.jpg;portrait;portrait;Mannerism_Late_Renaissance;1551-1600;Oil on canvas;Spanish;GRECO, El
Realism/aleksey-savrasov_elk-island-in-sokolniki-1869-1.jpg;landscape;landscape;Realism;1851-1900;;;
Realism/pablo-picasso_head-of-a-man-in-el-greco-style-1899.jpg;portrait;portrait;Realism;1851-1900;;;PICASSO, Pablo
Baroque/jacob-jordaens_suzanna-and-the-elders.jpg;religious_painting;mythological;Baroque;1601-1650;;;
Impressionism/camille-pissarro_the-malaquais-quay-in-the-morning-sunny-weather-1903.jpg;cityscape;landscape;Impressionism;1851-1900;;;PISSARRO, Camille
18247-0608grec.jpg;religious_painting;genre;Mannerism_Late_Renaissance;1551-1600;Oil on canvas;Spanish;GRECO, El
Realism/m.c.-escher_kairouan-tunisia.jpg;cityscape;religious;Realism;1451-1500;;;
Baroque/frans-hals_family-group-in-a-landscape.jpg;portrait;portrait;Baroque;1601-1650;;;
Romanticism/adolphe-joseph-thomas-monticelli_an-evening-at-the-paiva.jpg;genre_painting;genre;Romanticism;1851-1900;;;
Cubism/georges-braque_violin-and-musical-score.jpg;still_life;still-life;Cubism;1451-1500;;;
Post_Impressionism/henri-de-toulouse-lautrec_jane-avril-dancing-1893.jpg;genre_painting;portrait;Post_Impressionism;1851-1900;;;
11007-402david.jpg;portrait;historical;Rococo;1801-1850;Oil on canvas;French;DAVID, Jacques-Louis
Realism/isaac-levitan_fountain-1886.jpg;sketch_and_study;landscape;Realism;1601-1650;;;
Rococo/antoine-watteau_the-pleasures-of-the-ball-1714.jpg;genre_painting;landscape;Rococo;1701-1750;;;
01008-railway.jpg;landscape;landscape;Impressionism;1851-1900;Oil on canvas;French;ANGRAND, Charles
Post_Impressionism/paul-cezanne_road-near-mont-sainte-victoire.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;CEZANNE, Paul
Symbolism/salvador-dali_abraham-pater-multarem-gentium-genesis-12-1f-1967.jpg;religious_painting;portrait;Symbolism;1851-1900;;;DALI, Salvador
Impressionism/octav-bancila_r-ncu-ntre-vii.jpg;portrait;portrait;Impressionism;1851-1900;;;
Realism/vasily-vereshchagin_burlak-with-the-cap-in-his-hand-1866.jpg;portrait;genre;Realism;1701-1750;;;
32766-04oddi2.jpg;religious_painting;religious;Northern_Renaissance;1501-1550;Oil on canvas;Italian;RAFFAELLO Sanzio
Art_Nouveau_Modern/heorhiy-narbut_illustration-to-nightingale-by-hans-christian-andersen-1912.jpg;illustration;other;Art_Nouveau;1451-1500;;;
Abstract_Expressionism/wu-guanzhong_attachment-2001.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Expressionism/martiros-saryan_rural-landscape-1903.jpg;landscape;landscape;Expressionism;1851-1900;;;SARYAN, Martiros
Rococo/francois-boucher_the-chinese-garden.jpg;genre_painting;genre;Rococo;1701-1750;;;
Early_Renaissance/bartolome-bermejo_christ-at-the-tomb-supported-by-two-angels-1474.jpg;religious_painting;religious;Early_Renaissance;1451-1500;;;
08272-meeting.jpg;religious_painting;religious;Baroque;1601-1650;Oil on canvas;Italian;CAVALLINO, Bernardo
Post_Impressionism/maurice-denis_visitation-in-blue.jpg;genre_painting;landscape;Post_Impressionism;1851-1900;;;
24862-madonna.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;Wood;French;MASTER of Moulins
Post_Impressionism/roger-fry_still-life-with-coffee-pot-1915.jpg;still_life;still-life;Post_Impressionism;1851-1900;;;
04018-triptyc2.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Oil on wood;Italian;BEMBO, Bonifazio
Northern_Renaissance/rogier-van-der-weyden_triptych-of-the-redemption-1459.jpg;religious_painting;religious;Northern_Renaissance;1401-1450;;;
Realism/vincent-van-gogh_peasant-boy-digging-1885.jpg;genre_painting;genre;Realism;1851-1900;;;VAN GOGH, Vincent
Symbolism/nicholas-roerich_brahmaputra-1946.jpg;landscape;landscape;Symbolism;1801-1850;;;ROERICH, Nicholas
Expressionism/spyros-papaloukas_landscape-3.jpg;landscape;landscape;Expressionism;1601-1650;;;
Abstract_Expressionism/vasile-dobrian_honesty-isn-t-measured-with-the-meter-but-with-heartbeats-from-the-archways-series.jpg;abstract_painting;genre;Abstract_Expressionism;1851-1900;;;
Post_Impressionism/helene-schjerfbeck_still-life-in-green-1930.jpg;still_life;still-life;Post_Impressionism;1851-1900;;;
Impressionism/guy-rose_august-noon.jpg;landscape;landscape;Impressionism;1851-1900;;;
Color_Field_Painting/frank-stella_furg-1975.jpg;abstract_painting;other;Color_Field_Painting;1851-1900;;;
High_Renaissance/raphael_madonna-of-the-cloth.jpg;religious_painting;religious;High_Renaissance;1501-1550;;;
36329-pol_leon.jpg;landscape;landscape;Romanticism;1801-1850;Oil on canvas;French;SARAZIN DE BELMONT, Louise Joséphine
Baroque/diego-velazquez_madre-maria-jeronima-de-la-fuente-1620.jpg;portrait;portrait;Baroque;1601-1650;;;
44268-zfamily.jpg;genre_painting;portrait;Realism;1651-1700;Oil on canvas;Dutch;WITTE, Emanuel de
Northern_Renaissance/albrecht-altdorfer_ascension-christ.jpg;religious_painting;religious;Northern_Renaissance;1501-1550;;;
Realism/vasily-perov_portrait-of-the-composer-anton-rubinstein-1870.jpg;portrait;portrait;Realism;1801-1850;;;
Expressionism/edvard-munch_jurisprudence-1887.jpg;genre_painting;genre;Expressionism;1601-1650;;;
Realism/m.c.-escher_cloister-near-rocca-imperiale-calabria.jpg;landscape;landscape;Realism;1601-1650;;;
Symbolism/salvador-dali_familia-ruth-moabitidis-1964.jpg;religious_painting;other;Symbolism;1851-1900;;;DALI, Salvador
Baroque/gabriel-metsu_the-dismissal-of-hagar.jpg;religious_painting;religious;Baroque;1601-1650;;;
Romanticism/francisco-goya_sketch-for-the-death-of-saint-joseph.jpg;religious_painting;religious;Romanticism;1751-1800;;;
Post_Impressionism/gustave-loiseau_by-the-eure-river-fog-effect-1906.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Expressionism/kathe-kollwitz_not_detected_235991.jpg;genre_painting;portrait;Expressionism;1851-1900;;;
Impressionism/kazimir-malevich_two-women-in-a-garden.jpg;portrait;landscape;Impressionism;1851-1900;;;
Abstract_Expressionism/gerhard-richter_passage.jpg;abstract_painting;religious;Abstract_Expressionism;1851-1900;;;
Baroque/adriaen-brouwer_in-the-tavern-1.jpg;genre_painting;genre;Baroque;1651-1700;;;
Realism/frits-thaulow_winter-in-paris.jpg;cityscape;landscape;Realism;1851-1900;;;
Naive_Art_Primitivism/niko-pirosmani_threshing-the-floor-in-a-georgian-country-village-1915.jpg;genre_painting;landscape;Naive_Art_Primitivism;1851-1900;;;
Expressionism/david-alfaro-siqueiros_from-the-dictatorship-of-porfirio-diaz-to-the-revolution-the-people-in-arms-1957.jpg;genre_painting;genre;Expressionism;1501-1550;;;
19846-1ober1.jpg;religious_painting;religious;High_Renaissance;1501-1550;Tempera on wood;German;HOLBEIN, Hans the Younger
27015-mystic_m.jpg;religious_painting;religious;Northern_Renaissance;1401-1450;Tempera on wood;Italian;MICHELINO DA BESOZZO
Realism/james-mcneill-whistler_old-mother-gerard-1859.jpg;portrait;portrait;Realism;1851-1900;;;
17944-view_hax.jpg;landscape;landscape;Baroque;1601-1650;Oil on wood;Dutch;VAN GOYEN, Jan
33572-102portr.jpg;portrait;portrait;Baroque;1601-1650;Oil on canvas;Dutch;REMBRANDT Harmenszoon van Rijn
Symbolism/nicholas-roerich_sandoling-lamayura.jpg;landscape;landscape;Symbolism;1851-1900;;;ROERICH, Nicholas
Naive_Art_Primitivism/pablo-picasso_untitled-1939-2.jpg;genre_painting;other;Naive_Art_Primitivism;1851-1900;;;PICASSO, Pablo
14037-adorati.jpg;religious_painting;religious;High_Renaissance;1451-1500;Tempera and oil;Italian;FOPPA, Vincenzo
Naive_Art_Primitivism/david-burliuk_woman-with-red-cow.jpg;genre_painting;landscape;Naive_Art_Primitivism;1851-1900;;;
Realism/jean-francois-millet_the-young-shepherdess-1873.jpg;genre_painting;genre;Realism;1851-1900;;;
Impressionism/theo-van-rysselberghe_family-in-the-orchard-1890.jpg;genre_painting;genre;Impressionism;1851-1900;;;
Impressionism/thalia-flora-karavia_from-ithaca.jpg;landscape;landscape;Impressionism;1851-1900;;;
Symbolism/franz-stuck_inferno-1908.jpg;religious_painting;other;Symbolism;1851-1900;;;
Pointillism/henri-edmond-cross_the-washerwoman-1896.jpg;genre_painting;landscape;Pointillism;1851-1900;;;
Naive_Art_Primitivism/marc-chagall_a-man-without-passport-with-policeman.jpg;illustration;other;Naive_Art_Primitivism;1851-1900;;;CHAGALL, Marc
Impressionism/t.-c.-steele_summer-days-at-vernon-1892.jpg;landscape;landscape;Impressionism;1851-1900;;;
34272-satyr_pe.jpg;religious_painting;mythological;Baroque;1701-1750;Oil on canvas;Italian;RICCI, Sebastiano
Northern_Renaissance/hieronymus-bosch_the-legend-of-the-mass-of-st-gregory.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;;;
Expressionism/amedeo-modigliani_nude-on-sofa-1918.jpg;nude_painting;mythological;Expressionism;1851-1900;;;
Symbolism/kuzma-petrov-vodkin_etude-spherical-perspective-1921.jpg;sketch_and_study;other;Symbolism;1851-1900;;;
42757-4convers.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;Oil on canvas;Italian;VERONESE, Paolo
Impressionism/claude-monet_lunch-on-the-grass-central-panel.jpg;genre_painting;genre;Impressionism;1851-1900;;;MONET, Claude
Art_Nouveau_Modern/nicholas-roerich_savonlinna-olavinlinna-1906.jpg;landscape;landscape;Art_Nouveau;1851-1900;;;ROERICH, Nicholas
Post_Impressionism/ion-theodorescu-sion_by-the-water-1925.jpg;genre_painting;mythological;Post_Impressionism;1851-1900;;;
Romanticism/konstantin-makovsky_in-from-a-stroll.jpg;portrait;portrait;Romanticism;1851-1900;;;
Impressionism/pierre-auguste-renoir_young-woman-reading.jpg;genre_painting;genre;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
Realism/theodore-rousseau_landscape.jpg;landscape;landscape;Realism;1851-1900;;;
Northern_Renaissance/pieter-bruegel-the-elder_wooded-region-1566.jpg;genre_painting;landscape;Northern_Renaissance;1601-1650;;;
06219-colonna.jpg;portrait;portrait;Mannerism_Late_Renaissance;1501-1550;Oil on wood;Italian;BRONZINO, Agnolo
19108-16nolaug.jpg;portrait;portrait;Baroque;1601-1650;Oil on canvas;Dutch;HALS, Frans
Cubism/louis-marcoussis_la-cithare-1923.jpg;still_life;mythological;Cubism;1851-1900;;;
Impressionism/philip-wilson-steer_on-the-river-blackwater-maldon.jpg;landscape;landscape;Impressionism;1751-1800;;;
Post_Impressionism/le-pho_portrait-of-a-beauty-among-peonies-1958.jpg;portrait;portrait;Post_Impressionism;1851-1900;;;
08313-saints2.jpg;religious_painting;religious;Early_Renaissance;1351-1400;Wood;Italian;CECCO DI PIETRO
Fauvism/raoul-dufy_still-life-with-bananas-1909.jpg;still_life;still-life;Fauvism;1851-1900;;;
Baroque/pietro-da-cortona_holy-family-resting-on-the-flight-to-egypt.jpg;religious_painting;religious;Baroque;1601-1650;;;
21934-8jerome.jpg;religious_painting;religious;High_Renaissance;1451-1500;Oil on wood;Italian;LEONARDO da Vinci
Expressionism/amedeo-modigliani_portrait-of-doctor-devaraigne-1917.jpg;portrait;portrait;Expressionism;1851-1900;;;
31040-virgin_c.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Tempera on wood;Italian;PIER FRANCESCO FIORENTINO
Rococo/dmitry-levitzky_portrait-of-alexander-kokorinov-director-and-first-rector-of-the-academy-of-arts-in-st-1769.jpg;portrait;portrait;Rococo;1701-1750;;;
Early_Renaissance/piero-della-francesca_battle-between-constantine-and-maxentius-1464(1).jpg;religious_painting;historical;Early_Renaissance;1601-1650;;;
09024-02ermini.jpg;landscape;mythological;Romanticism;1651-1700;Oil on canvas;French;CLAUDE LORRAIN
Mannerism_Late_Renaissance/tintoretto_the-sacrifice-of-isaac-1578.jpg;religious_painting;mythological;Mannerism_Late_Renaissance;1551-1600;;;
Art_Nouveau_Modern/kay-nielsen_frog-bride.jpg;illustration;landscape;Art_Nouveau;1601-1650;;;
Post_Impressionism/vincent-van-gogh_several-figures-on-a-road-with-trees-1890.jpg;sketch_and_study;other;Post_Impressionism;1851-1900;;;VAN GOGH, Vincent
Impressionism/claude-monet_waterloo-bridge-fog.jpg;cityscape;landscape;Impressionism;1851-1900;;;MONET, Claude
Impressionism/t.-c.-steele_portrait-of-daisy-1891.jpg;portrait;portrait;Impressionism;1751-1800;;;
Rococo/antoine-watteau_mezzetin-1719.jpg;portrait;portrait;Rococo;1701-1750;;;
Post_Impressionism/marcel-duchamp_portrait-of-yvonne-duchamp.jpg;portrait;genre;Post_Impressionism;1851-1900;;;
Baroque/frans-hals_portrait-of-a-man-possibly-a-minister.jpg;portrait;portrait;Baroque;1601-1650;;;
Post_Impressionism/ilya-mashkov_nude-standing-and-resting-her-hands-on-her-left-shoulder.jpg;nude_painting;other;Post_Impressionism;1851-1900;;;
Naive_Art_Primitivism/martiros-saryan_illustration-to-armenian-folk-tales-1937-6.jpg;illustration;other;Naive_Art_Primitivism;1851-1900;;;SARYAN, Martiros
High_Renaissance/dosso-dossi_a-woman.jpg;portrait;portrait;High_Renaissance;1501-1550;;;
Romanticism/gustave-dore_hell-at-last-yawning-received-them-whole.jpg;illustration;religious;Romanticism;1501-1550;;;DORE, Gustave
Realism/thomas-eakins_portrait-of-william-h-macdowell-1904.jpg;portrait;portrait;Realism;1851-1900;;;
Post_Impressionism/vanessa-bell_roger-fry-1912.jpg;portrait;portrait;Post_Impressionism;1851-1900;;;
Post_Impressionism/henri-catargi_landscape-in-arges-valley-1959.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
27085-studio.jpg;genre_painting;genre;Baroque;1651-1700;Oil on wood;Dutch;VAN MIERIS, Frans, the Elder
Ukiyo_e/utagawa-kuniyoshi_the-sumo-wrestler.jpg;portrait;portrait;Ukiyo_e;1851-1900;;;
